abandon	放弃；放纵
maestro	艺术大师；音乐大师
magniloquent	夸张的
maim	使残废
makeshift	代用品；权宜之计
malediction	诅咒
malefactor	罪犯，作恶者
maleficent	有害的，犯罪的
malice	恶意，怨恨
malignant	恶毒的，充满恨意的
mallet	木槌，大头锤
malodor	恶臭
manacle	手铐
maneuver	调遣；策略，操纵
mangy	患疥癣的；污秽的
maraud	抢劫，掠夺
mariner	水手，海员
marrow	骨髓；精华
matador	斗牛士
matriarchy	母奴制，妇女统治
matriculate	录取
maxim	格言，普遍真理
mayhem	严重伤害罪
medicate	用药医治，加入药物
megalomania	自大狂
memento	纪念品
menial	仆人的，卑微的；家仆
mermaid	美人鱼
mesmerism	催眠术，催眠状态
mesmerize	对…催眠；迷住
metallurgy	冶金
miasma	瘴气；不健康的环境或影响
midget	侏儒
mien	风采，态度
militant	好战的，好暴力的
millennium	一千年；太平盛世
miraculous	奇迹的，不可思议的
miscellany	混合物
missive	信件；公函
mistimed	不合时机的
mistral	寒冷干燥的强风
molest	骚扰，干扰
monastery	男修道院，僧院
monograph	专题论文
monopolize	垄断，独占
monotone	单调的
monstrous	巨大的；可怕的
moody	喜怒无常的，脾气坏的
moor	旷野地，荒野；使停泊
mope	抑郁不乐，生闷气；忧郁的人；情绪低落
morass	沼泽地；困境；陷入困境
moron	极蠢之人，低能儿
motile	能动的，有自动力的
mottle	使成杂色
mountebank	江湖郎中，骗子
muddle	混乱，迷惑
muddy	多泥的；浑浊的，不纯的
muggy	闷热而潮湿的
mulct	罚金；处以罚金；诈取，诈骗
multifarious	多种的，各式各样的
multitude	多数；大众，平民
muniments	契据，房契
musty	发霉的，有霉臭的
mutilate	残害；切断
mutinous	叛变的；反抗的
mutton	羊肉
muzzy	头脑糊涂的
naivety	天真，纯朴，幼稚
nasal	鼻的；有鼻音的
natation	游泳，游泳术
naysayer	怀疑者，否定者
necessitous	贫困的；急需的
necropolis	大墓地，公墓
nectar	琼浆玉液；花蜜
nemisis	报应，天罚
neonate	初生儿
nephritis	肾炎
nestle	舒适地安顿；依偎
nestling	尚未离巢的小鸟
nethermost	最低的，最下方的
niggard	吝啬鬼
niggling	琐碎的
nihilism	虚无主义；民粹主义
nimble	敏捷的，灵活的
nippers	钳子，镊子
nipping	尖酸的；刺骨的
nonesuch	无匹敌的人
nonpareil	无匹敌的
noose	绳套，绞索
notability	著名，显著
nude	赤裸的；裸体者
numerology	数字命理学
numinous	庄严的，神圣的
numismatic	钱币学的
nuptial	婚姻的，婚礼的
nymph	年轻女神；少女
oar	桨；划
oatmeal	燕麦片
obelisk	方尖碑
oblation	宗教的供品，祭品
observance	遵守，奉行
obtrude	突出；强加
occidental	西方
ocular	眼睛的；视觉的
oddment	残余物，零头
odoriferous	有气味的
olfactory	嗅觉的
oligarch	寡头政治执政者
omnivorous	杂食的；兴趣杂的
onslaught	猛攻，猛袭
onus	义务，负担
ooze	慢慢地流，渗出；逐渐消失
opiate	安眠药，鸦片制剂
optimization	最优化
opus	巨著；音乐作品
oracular	神谕的；意义模糊的
orifice	小开口，小孔
orotund	洪亮的；夸张的
otiose	不必要的，多余的
outfox	以机智胜过
oversight	疏忽，失察，勘漏
overweening	自负的，过于自信的
palaver	空谈；奉承
paling	篱笆，木栅栏
pamper	纵容，过分关怀
pane	窗格玻璃
panoramic	全景的，全貌的，概论的
pantechnicon	家具仓库，家具搬运车
pantheon	万神殿
paralyze	使瘫痪；使无效
parley	和谈；会谈；和谈，会谈
parlous	靠不住的，危险的
parochial	教区的；地方性的，狭小的
parturition	生产，分娩
pastor	牧师；牧人
pathetic	引起怜悯的；令人难过的
pathos	感伤，哀婉，悲怆
pawn	典当，抵押；被利用的小人物
peaky	消瘦的，虚弱的
peculate	挪用
pecuniary	金钱的
peddle	兜售
peek	偷看
peep	瞥见，偷看；初现
peery	窥视的；好奇的；怀疑的
pelt	扔；毛皮
pendent	吊着的，悬挂的
penetration	穿透；洞察力
pension	养老金，退休金
pensive	沉思的；愁眉苦脸的
penumbra	半明半暗之处；边缘部分
peptic	产生胃酶的，助消化的
percolate	过滤出；渗透
percussion	敲击乐器
perigee	近地点
periphrastic	迂回的，冗赘的
perishable	易腐败的；易腐败的东西
persnickety	势利的；挑剔的
personage	名人；角色
perverse	不合适的，刚愎自用的，故意作对的
pervert	使堕落；误用；歪曲
pesky	讨厌的，烦人的
pettish	易怒的，使性子的
pharisaic	伪善，伪装虔诚的
phial	小瓶
philology	语文学，文学语言学
phobia	恐惧症
phony	假的，伪造的
piazza	阳台；广场
piebald	花斑的，斑驳的
piecemeal	一件一件的，零碎的
pier	桥墩；码头
pilfer	偷窃
pillage	抢劫，掠夺
pincers	钳子，镊子
piscatorial	捕鱼的，渔民的
pitiless	无情的，冷酷的，无怜悯心的
pivot	枢轴，中心；旋转
plank	厚木板；要点
plaza	广场；集市
plebeian	平民；平民的
plenary	全权的；全体出席的
plentitude	充分
pleonastic	啰嗦的
pliers	钳子
plump	颇胖的，丰满的
poach	偷猎，窃取
poltroon	懦夫
polyandry	一妻多夫制
polyglot	通宵多种语言的
polymath	知识广博者
pony	小型马
porcine	猪的，似猪的
porridge	麦片粥
portable	轻便的，手提式的
portend	预兆，预示
positiveness	肯定，确信
posterior	较后的
postscript	附言，后记
potboiler	粗制滥造的文艺作品
prance	昂首阔步
prefigure	预示；预想
prehensile	能抓东西的，能缠绕东西的
prepoonderant	以重胜的，优势的，压倒性的
prepossessing	给人好感的
presentiment	预感，预觉
presumable	可能的，可假定的
pretence	虚伪；借口
prevision	先见，预感
prick	小刺；刺痛；刺伤；戳穿
prickle	刺，棘；刺痛
prig	自命不凡者，道学先生
prissy	谨小慎微的，神经质的，为小事挂虑的
procreate	生育
procrustean	强求一致的
progenitor	祖先，始祖
prognosticate	预测，预示
proofread	校对
prorogue	休会；延期
protrude	突出，伸出
proverbially	无人不知地
psalm	赞美诗，圣诗
puberty	青春期
puffery	极力称赞，夸大的广告，吹捧
pullulate	繁殖；剧增
pulpit	讲坛
pulsate	有规律地振动
pulsation	脉动，跳动，有节奏的鼓动
pummel	接连地打，打击
purblind	愚钝的；视力不佳的
purport	意义，涵义
purse	缩拢或撅起；钱包
putative	公认的，普遍认为的
putrefy	使腐烂
putrid	腐臭的
pygmy	矮人，侏儒
pyromania	纵火狂
quadruangle	四边形
quadruped	四足兽
quagmire	沼泽地；困境
qualm	疑惧；紧张不安
queasy	令人恶心的；充满疑虑的
queer	奇怪的，疯狂的
query	质问，疑问，询问
quintessence	完美的榜样；精华
quip	俏皮话，妙语
racketeer	敲诈者，获取不正当钱财的人
raillery	善意的嘲弄
rapscallion	流氓，恶棍
rasp	发出刺耳的声音
ratify	批准
ravish	迷住；抢夺
rebarbative	令人讨厌的，冒犯人的
reckon	推断，估计；猜想，设想
recline	斜倚，躺卧
reconnoiter	侦察，勘察
reedy	长满芦苇的；高而尖的
regal	帝王的；华丽的
regent	摄政者
regiment	团；严格控制
reincarnate	使化身，转生
rejoin	回答，答辩
rejoinder	回答
remission	宽恕，赦免
remit	免除；宽恕；汇款
remittance	汇款
remittent	间歇性的，忽好忽坏的
remonstrance	抗议，抱怨
remonstrate	抗议；规劝
remunerate	报酬，补偿
renascent	再生的，复活的
rendition	表演，扮演；演奏，演唱
renunciate	放弃
repent	懊悔，后悔
replica	复制品
reportage	报道，报道的消息，报告文学
repository	贮藏室，仓库
rescript	公告，法令；重抄
reshuffle	再洗牌；改组
restorative	恢复健康的
resurge	复活
retention	保留，保持
retentive	有记忆力的
reticulation	网目，网状
retrenchment	节省，削减
retroactive	溯及既往的，有追溯效力的
reversion	返回；逆转
revulsion	厌恶，憎恶；剧烈反应
rhapsody	赞美之词；狂想曲
riffle	涟漪
riffraff	乌合之众，群氓
rigmarole	冗长的废话
rinse	以清水冲洗，漂洗
rip	撕裂，撕碎
roister	喝酒喧哗
rollicking	欢闹的
rosy	玫瑰色的；美好的；乐观的；健康的
rote	死记硬背
rotund	圆胖的；洪亮的
roundabout	绕远道的，转弯抹角的
rout	大败，溃败
rove	流浪，漂泊
rowdy	吵闹的；粗暴的
rubble	碎石，瓦砾
ruck	皱褶；普通群众
rucksack	背包
ruddy	红润的，红色的
rumble	发出低沉的隆隆声音
ruminate	反刍；深思
rustle	发出轻而爽的声音
rustler	偷牛贼
saccharine	娇媚的；娇滴滴的
sack	粗布袋；掠夺
sacrament	圣礼，圣事
sadistic	施虐狂的，性施虐狂的
safe	保险柜；冷藏室，饭厨
saga	英雄故事，长篇小说
saliferous	含盐的，产盐的
sanatorium	疗养院，休养所
sangfroid	沉着，临危不惧
sanitary	卫生的，清洁的
sapling	树苗；年轻人
sardonic	嘲笑的
satanic	穷凶极恶的
sated	厌腻的
scab	创口上所结的疤、痂
scabrous	粗糙的
scads	大量，巨额
scald	烫，用沸水消毒；烫伤
scamper	奔跑，快跑
scan	细查，细看；浏览，扫描；分析韵律
scar	伤痕，伤疤
scare	惊吓，受惊，威吓
scarp	悬崖，陡坡
scathe	损害；烧伤，焦炭；严厉批评
sceptical	怀疑的，不相信的
scintillate	闪烁；流露机智
scission	切断，分离，分裂
scooter	滑行车，踏板车
scorching	酷热的
scour	擦洗，擦亮；四处搜索
scramble	攀登；争夺
scrape	刮擦，擦掉
screed	冗长的演说，长篇大论的文章
scrumptious	很可口的
scud	疾行，疾驶
scrutter	疾走
scuttle	舷窗，舱口盖
seafaring	航海的，跟航海有关的
seclude	和别人隔离
sect	派系
sedition	煽动叛乱
seditious	煽动性的
self-abasement	自卑，自谦
self-absorbed	自恋的
self-assertion	坚持己见，自信
senile	年老的
sensitize	使某人或某事物敏感
sensual	肉欲的，淫荡的
sententious	好说教的；简要的
sentry	哨兵，步哨
sequacious	盲从的
sequela	后继者；后遗症
sequestrate	扣押，没收
serenade	夜曲
serendipity	善于发掘新奇事物的天赋
serfdom	农奴身份，农奴境遇
sermonize	说教，讲道
serpentine	似蛇般绕曲的，蜿蜒的
shabby	破烂的；卑鄙的
shack	简陋的小屋，棚屋
shanty	简陋的小木屋
shawl	披肩
sheaf	一捆，一束
sheen	光辉，光泽
shibboleth	陈旧语句
shimmer	闪烁，微微发亮
shipwright	造船者
showy	俗艳的；炫耀的
shred	碎布，破布；些许；撕碎
shrivel	枯萎
shuffle	拖步走；支吾；洗牌
shuttle	穿梭移动，往返运送
sidesplitting	令人捧腹大笑的
sidle	侧身而行
signatory	签署者，签署国
signature	签名，签字
simian	猿的，猴的；猴，类人猿
simile	明喻
sinister	不吉祥的；险恶的
sizzler	炎热天气，大热天
skein	一束
skittish	轻浮的，轻佻的
skullduggery	舞弊
skunk	黄鼬，黄鼠狼；欺骗
skyrocket	陡升，猛涨
slapdash	马虎地
slaver	流口水；奉承；口水
slay	杀，残杀
sleazy	邋遢的；格调低下的
sledgy	雪橇
sledgehammer	长柄大锤
sleight	巧妙手法，巧计；灵巧
sling	投掷，扔；吊腕带，吊索
slit	撕裂；裂缝
slobber	口水流口水；粗俗地表示
sloven	不修边幅的人
slue	旋转
slump	猛然落下；暴跌
smirch	玷污；污点
snappish	脾气暴躁的
snapppy	精力充沛的；潇洒的
snicker	窃笑，暗笑
snob	势利小人
snuggle	挨近，依偎
sociable	好交际的，友好的，合群的
sojourn	逗留；寄居
somnolent	思睡的；催眠的
sonorous	洪亮的
souse	浸在水中，使湿透
spacious	广阔的，宽敞的
spangle	金属片；闪光
spasmodic	痉挛的；间歇性的
speleology	洞窟学
splashy	溅水的；炫耀显眼的
spool	卷盘
spoor	足迹，臭迹
spout	喷出；滔滔不绝地讲
sprawl	伸展手脚而卧
sprint	短距离全速奔跑
spunk	勇气，胆量
spurn	拒绝，摈弃
squeamish	易受惊的，易恶心的
stab	刺伤，戳
stagger	蹒跚，摇晃
stagy	不自然的，演戏一般的
standstill	处于停顿状态，中止
star-crossed	时运不济的
stash	藏匿，隐藏
steeple	尖塔，尖阁
stoop	俯身；降低身份
stouthearted	刚毅的，大胆的
straggle	迷路；落伍；蔓延
strangulation	扼杀，勒死
studio	工作室，画室，演播室
stun	使晕倒，使惊吓，打晕
stupefy	茫然，吓呆
stupendous	巨大的，大得惊人的
sublimate	升华，净化
subscribe	捐助；订购
subsist	生存下去；继续存在，维持生活
substratum	基础；地基
subvention	补助金，津贴
sully	玷污，污染
sundry	各式各样，各种的
superannuated	老迈的
superlative	最佳的
superstition	迷信，盲目恐惧
surveillance	监视，盯梢
swank	夸耀，炫耀
swarm	一群；一群
swarthy	黝黑的
swear	诅咒
swipe	猛击
symposium	专题讨论会
tack	大头钉，图钉
tarry	徘徊；耽搁
tattered	衣衫褴褛的；破旧的
tautological	用语重复的
teem	充满；到处都是；下倾盆大雨
teetotal	滴酒不沾的
tendinous	腱的
tensile	张力的，可伸展的
thespian	戏剧的，演戏的
thorny	多刺的；痛苦的，困难的
thrall	奴隶，农奴
thrash	鞭打
thresh	打谷，脱粒
thrifty	节省的
throes	剧痛
throttle	掐脖子；扼杀；节流阀
timeworn	陈旧的，老朽的
tinge	染色；使带气息
tipple	酗酒
topsy-turvy	颠倒的，相反的；乱七八糟的，混乱的
torpedo	鱼雷
torrid	酷热的
torso	躯干；躯干像
torture	酷刑，折磨；对…施以酷刑
touching	引起同情的
touchstone	试金石；检验标准
tousle	弄乱
traduce	中伤，诽谤
trammel	束缚，妨碍；鱼网
tramp	重步走，长途跋涉
transfuse	输血；充满
trawl	拖网；用拖网捕鱼；搜罗
treachery	阴险；背叛
tread	踩踏；步履；车轮胎面
treasurer	司库，财务员，出纳员
trek	艰苦跋涉
tremulous	颤动的，不安的
trench	沟，壕沟
tresses	女人的长发
tribulation	苦难，灾难
tributary	支流；进贡
trickery	欺骗，诡计
trident	三叉戟；三叉鱼叉
trivia	琐事，无价值之物
truant	逃避责任的；逃学者，逃避者
truism	自明之理，真理
trumpery	中看不中用的
tumid	肿起的，肿胀的
tundra	冻原，苔原
tutelage	监护，指导
twaddle	胡说八道，瞎扯
tycoon	有钱有势的企业家，大亨
typhoon	台风
ulcerate	溃烂，生恶疮
ulterior	较晚的，较远的；不可告人的
ultramundane	超俗，世界之外的
unbidden	未经邀请的
unbridled	放纵的
uncooperative	不愿合作的
undisputable	无可争辩的，毫无疑问的
undulate	波动，起伏
unexceptional	非例外的，普通的，平凡的
unilateral	单方面的
unison	齐奏，齐唱；一致的或协调的行动
upfront	坦率的
upstart	突然升官的人，暴发户
upsurge	高涨
uptight	焦虑不安的
urchin	顽童
ursine	熊的，像熊的
utensil	工具，用具
uxorious	宠爱妻子的
vagabond	浪荡子，流浪者；流浪的
valetudinarian	体弱的人，过分担心生病的人
valor	勇武，英勇
vampire	吸血鬼
vanguard	前卫
vegetate	像植物般生活；无所事事
ventral	腹部的
verbatim	逐字的，照字面的
verge	边缘
vermin	害虫，寄生虫
vernal	春季的，春季似的
